,Author,Text,Time,Like Count,Currency ISO Code,Url,target
521,HYCM,"💶💴EUR/JPY: Corrective setback to be over once above 126.54 – Credit Suisse

[For more news, follow us]    
#forex #forexmarket #wednesdaythought #WednesdayMotivation #euro",2021-01-20 12:15:08+00:00,0,EUR,https://twitter.com/HYCM/status/1351865845434245123,1.0
522,HYCM,"💶💵EUR/USD looks offered and approaches 1.2100

[For more news, follow us]    
#forex #forexmarket #wednesdaythought #WednesdayMotivation #euro",2021-01-20 12:10:05+00:00,0,EUR,https://twitter.com/HYCM/status/1351864575122141184,1.0
523,enlundm,"🇪🇺 $EUR. ECB’s concerns about euro strength unlikely to have increased materially since December... 

The trade-weighted EUR is only 0.4% above its assumption for 2021, which basically boils down to a rounding error... #eurusd https://t.co/Q9HqgtBcOb",2021-01-20 11:57:04+00:00,12,EUR,https://twitter.com/enlundm/status/1351861297734963200,1.0
524,Bradley50636817,"#Euro bulls push the price towards the key supply zone. Technical Analysis of #EURUSD  for January 20, 2021. The EUR /USD pair has broken through the overbalance level located at 1.2141 and https://t.co/bmNOqv9XOy

#forex #forextrading #CFD #forextrader #forexsignal #ForexMarket https://t.co/7HN73VvLhh",2021-01-20 11:50:33+00:00,0,EUR,https://twitter.com/Bradley50636817/status/1351859658370248706,1.0
525,HYCM,"💶💵EUR/USD to prolong the corrective phase while below 1.2231 – Credit Suisse

[For more news, follow us]    
#forex #forexmarket #wednesdaythought #WednesdayMotivation #euro",2021-01-20 11:37:32+00:00,0,EUR,https://twitter.com/HYCM/status/1351856380811087872,1.0
526,Dg_Wyatt_MJ,"[EURUSD]

The euro has made a weak start to the New Year. In contrast, the US dollar has been one of the better performing currencies alongside the Norwegian krone and Australian dollar. Nonetheless, economists at MUFG Bank expect the EUR/USD correction lower to be temporary.",2021-01-20 11:09:11+00:00,0,EUR,https://twitter.com/Dg_Wyatt_MJ/status/1351849249932275717,1.0
527,Francesc_Forex,Citibank 2/5: but it is of interest to see what message President Lagarde sends with respect to the near-term outlook and risks surrounding the baseline and current strength in EUR and impact on euro area’s longer term inflation outlook.,2021-01-20 11:04:15+00:00,0,EUR,https://twitter.com/Francesc_Forex/status/1351848005855555587,1.0
528,exchangeratesuk,GBP/EUR Forecast: Pound Euro Exchange Rate Jumps amid Speculation of Weaker Eurozone Outlook https://t.co/869Kb6Z5QX,2021-01-20 10:41:19+00:00,0,EUR,https://twitter.com/exchangeratesuk/status/1351842234904309762,1.0
529,MrTempter,EUR/USD forecast: Euro continues to rally to the uperside https://t.co/fTGaLZMBOf,2021-01-20 10:38:13+00:00,0,EUR,https://twitter.com/MrTempter/status/1351841456646991873,1.0
530,nonsellcom,"EUR/GBP Price Outlook - Breaking Multi-Month Support Ahead of the ECB Rate Decision - EUR/GBP Price, News and Analysis:

EUR/GBP pushing below 0.8865 support. 
The ECB press conference will be key for the Euro. 

... - https://t.co/CNoxnmUqyh https://t.co/UhKDCyB8OV",2021-01-20 10:30:01+00:00,0,EUR,https://twitter.com/nonsellcom/status/1351839390494932993,1.0
531,lucrumlive,"📣 After a quiet start to the week, the euro has posted gains in the Tuesday session.

📣 Currently, EUR/USD is trading at 1.2126, up 0.43% on the day.

📣 The US will not release any tier-1 events until Thursday, after the inauguration of Joe Biden on Wednesday-Today. https://t.co/9fiKH1QUSb",2021-01-20 10:27:15+00:00,2,EUR,https://twitter.com/lucrumlive/status/1351838696048381952,1.0
532,scalper432,"closed all buy positions euro dollar and reduce bid orders lower to 1.2100
#EURUSD $EUR #Europe #InaugurationDay",2021-01-20 10:13:08+00:00,1,EUR,https://twitter.com/scalper432/status/1351835143892135936,1.0
533,truth_tesla,"@Debuking5 @mortenlund89 That's intellectually dishonest:

❌ Why cherry-pick August 1? Q3 began on July 1, and EUR/USD was 1.12 then, 7.7% lower than today.
❌ Why are you disregarding stable prices despite a 10% appreciation of the Euro?
❌ 7,000 extra units from Shanghai is a sign of no demand? 🧐",2021-01-20 10:09:07+00:00,2,EUR,https://twitter.com/truth_tesla/status/1351834131542528000,1.0
534,nonsellcom,"Euro hits a snag as EUR/GBP threatens break of key technical support - EUR/GBP falls to its lowest level since May last year
 For bank trade ideas, check out eFX Plus 
The push lower in EUR/GBP is playing... - https://t.co/u2vB85RNXX https://t.co/vVb1CO8Kjl",2021-01-20 09:55:24+00:00,0,EUR,https://twitter.com/nonsellcom/status/1351830677864386560,1.0
535,augevincenzo,Chain CME EUR/USD – UPDATE: 19.01.2021 https://t.co/gZ2xN4HJwL  #cotreport #finanza #forextrading #fintech #euro #Commitmentoftraders #derivati #trading #pattern #behavior #Defi #criptotrading #tradingonline #trader #tradingsystem #psicologiatrading #finanzacomportamentale,2021-01-20 09:52:57+00:00,1,EUR,https://twitter.com/augevincenzo/status/1351830063449309184,1.0
536,sueyangfx,Euro hits a snag as EUR/GBP threatens break of key technical support #money #currency #fx #markets #EURnews https://t.co/FkDzwNl93h,2021-01-20 09:26:19+00:00,0,EUR,https://twitter.com/sueyangfx/status/1351823359655481344,1.0
537,sueyangfx,Euro hits a snag as EUR/GBP threatens break of key technical support #money #BrexitTransition #fx #markets #GBPnews https://t.co/PEIYVbupNR,2021-01-20 09:24:37+00:00,0,EUR,https://twitter.com/sueyangfx/status/1351822934143340545,1.0
538,incomeswitch,"Euro hits a snag as EUR/GBP threatens break of key technical support

EUR/GBP falls to its lowest level since May last year
The push low ...https://t.co/vALC0BSELq",2021-01-20 09:15:02+00:00,0,EUR,https://twitter.com/incomeswitch/status/1351820523039297536,1.0
539,BlackCentaurFX,Euro hits a snag as EUR/GBP threatens break of key technical support https://t.co/BfXcfLix3D via ForexLive #forex #fx,2021-01-20 09:13:02+00:00,0,EUR,https://twitter.com/BlackCentaurFX/status/1351820019492126723,1.0
540,ForexLive,Euro hits a snag as EUR/GBP threatens break of key technical support https://t.co/bSJtLxadiG,2021-01-20 09:12:44+00:00,9,EUR,https://twitter.com/ForexLive/status/1351819941209632770,1.0
541,INSTAFOREXcom,Trading plan for EUR/USD on January 20. Reversal in the euro and possible retreat of COVID-19. https://t.co/Xsjblca2Qb https://t.co/3FdEgZiEHg https://t.co/oWnjE8ql9K,2021-01-20 08:18:03+00:00,0,EUR,https://twitter.com/INSTAFOREXcom/status/1351806181199659012,1.0
542,CavaggioniMario,"INEOS QUATTRO Update:
- SSN €1.2bn (vs €1bn)
- Total TLB (USD+EUR) €2.9bn (vs €2.6bn)
- SUN €500mm (vs €1bn) in EUR only 

Pricing Update:
- Euro SSN IPT: 2.75–3% (vs 3-3.25%)
- USD SSN: IPT: 3.75% area (vs 4% area)
- EUR SUN IPT: 4–4.25% (vs Mid 4s)

#highyield",2021-01-20 07:38:56+00:00,2,EUR,https://twitter.com/CavaggioniMario/status/1351796335582785537,1.0
543,scalper432,next resistance zone 1.2185 euro dollar #EURUSD $EUR #inauguration #yellen #biden,2021-01-20 07:28:18+00:00,3,EUR,https://twitter.com/scalper432/status/1351793662657613826,1.0
544,MajorFXNow,"Euro rises on strong eurozone data: After a quiet start to the week, the euro has posted gains in the Tuesday session. Currently, EUR/USD is trading at 1.2126, up 0.43% on the day. Eurozone inflation confidence jump There was positive news out of the eurozone on Tuesday, and… https://t.co/JMZRnhBYsL",2021-01-20 07:16:33+00:00,0,EUR,https://twitter.com/MajorFXNow/status/1351790704280838144,1.0
545,Mirko_C74,"【Stock】﹝January 19, 2021 at 06:49AM﹞EUR to CNY is 7.8644 #euro #yuan #rate",2021-01-20 05:49:05+00:00,0,EUR,https://twitter.com/Mirko_C74/status/1351768690132480001,1.0
546,CEOTechnician,EUR/USD corrected nearly 300 pips to tap its rising 50-day simple moving average. Is the dollar bounce already over OR is EUR/USD heading back below $1.2000? #dollar #euro #gold https://t.co/8OeKvttmWC,2021-01-20 00:06:03+00:00,2,EUR,https://twitter.com/CEOTechnician/status/1351682366373326854,1.0
547,Francesc_Forex,"Credit Suisse: #EURUSD is expected to hold below 1.2355 for now, but we maintain our core 1.2518/98 target.

$EURUSD #EUR #Euro #EuroDollar #forex #fx #currency #currencies #forextrading #currencytrading #trade #trading #forextrader #forexsignals #forexsignal #forextrade https://t.co/ipYODnsGE4",2021-01-19 17:36:51+00:00,2,EUR,https://twitter.com/Francesc_Forex/status/1351584420885655555,-1.0
548,exchangeratesuk,GBP/EUR Outlook: Pound to Euro Exchange Rate Pressured as Eurozone Outlooks Remain Steady https://t.co/4MdBKBhpdl,2021-01-19 16:41:08+00:00,0,EUR,https://twitter.com/exchangeratesuk/status/1351570399214133251,-1.0
549,scalper432,"reduce euro bids lower to below 1.2100
#EURUSD $EUR #yellen",2021-01-19 16:37:15+00:00,0,EUR,https://twitter.com/scalper432/status/1351569422675165185,-1.0
550,DanielKral1,"A decade ago, the ECB successfully let the euro depreciate by doing... nothing. EUR/USD went from 1.50 to 1.20 in just over a year.

The downside was that markets were left guessing if the Euro will be there at the end of it. https://t.co/XTW8h0DgVE https://t.co/HBDMBfNaAc",2021-01-19 14:39:33+00:00,2,EUR,https://twitter.com/DanielKral1/status/1351539801695027202,-1.0
551,Wildcard83,We’re thinking bearish on EUR/USD right? 🤦🏻‍♂️ #forex #gains #investing #fx #trader #EURUSD #euro #Dollar,2021-01-19 14:14:07+00:00,0,EUR,https://twitter.com/Wildcard83/status/1351533400767791107,-1.0
552,mehabecapital,"#ECB's Centeno says #Eurozone is facing a significant challenge of increasing international role of #Euro.
$EUR",2021-01-19 13:30:33+00:00,0,EUR,https://twitter.com/mehabecapital/status/1351522435745636352,-1.0
553,ISABELNET_SA,"🇪🇺🇺🇸 EUR/USD

EUR/USD has tended to decline in the weeks following US presidential inaugurations since 1974
👉 https://t.co/55lQetp2wX

h/t @NordeaMarkets #markets #fx #dollar #investing $usd
#eurusd #currency #money #usdollar $dxy #dxy #forex #euro https://t.co/xxvOtBEunD",2021-01-19 13:29:50+00:00,11,EUR,https://twitter.com/ISABELNET_SA/status/1351522253880651777,-1.0
554,DailyFXTeam,"ECB's Centeno:
- The Eurozone is facing a significant challenge of increasing the international role of the Euro. 
#ECB $EUR",2021-01-19 13:22:21+00:00,3,EUR,https://twitter.com/DailyFXTeam/status/1351520370470346752,-1.0
555,BabyPips,"Big Pippin's all about the euro today as he checks out EUR/USD long-term uptrend and EUR/JPY flirting with a broken support. What do you think of these setups?

https://t.co/dwWB96zwYf",2021-01-19 13:21:06+00:00,0,EUR,https://twitter.com/BabyPips/status/1351520057420079106,-1.0
556,forexflowlive,"#ECB's Centeno says #Eurozone is facing a significant challenge of increasing international role of #Euro.
$EUR",2021-01-19 13:18:46+00:00,1,EUR,https://twitter.com/forexflowlive/status/1351519468778733573,-1.0
557,HYCM,"💶💵EUR/USD Price Analysis: Interim resistance aligns at 1.2173

[For more news, follow us]    
#forex #forexmarket #tuesdaymotivations #tuesdaythoughts #euro",2021-01-19 13:10:06+00:00,0,EUR,https://twitter.com/HYCM/status/1351517288688742400,-1.0
558,ForexEzy,"EUR/USD: Analysis Supports a Short Sell Into 2021
The euro has climbed 13% since March 19, 2020, to settle at $1.2080 as of January 15, 2021. 
https://t.co/UEhiyuDb6p

#forextrading #forexmarket #EURUSD https://t.co/M21EPct4Ay",2021-01-19 12:30:03+00:00,0,EUR,https://twitter.com/ForexEzy/status/1351507210174652421,-1.0
559,nonsellcom,"EUR/USD creeps higher as buyers look to wrestle back some near-term control - The euro advances after the German ZEW survey data shows that investor sentiment continues to override lockdown pessimism

 EUR/USD has... - https://t.co/IF0gCOGKyb https://t.co/W4N0W1Bcr8",2021-01-19 11:51:47+00:00,0,EUR,https://twitter.com/nonsellcom/status/1351497582225211397,-1.0
560,Francesc_Forex,Citibank 2/6: communication but it is of interest to see what message President Lagarde sends with respect to the near-term outlook and risks surrounding the baseline and current strength in #EUR and impact on euro area’s longer term inflation outlook.,2021-01-19 11:38:59+00:00,0,EUR,https://twitter.com/Francesc_Forex/status/1351494359351500800,-1.0
561,CrweWorld,Valoe Corporation Issues a 3 Million Euro Convertible Bond. The Company Has Received Subscription Commitments of EUR https://t.co/ruWbadtGy0,2021-01-19 11:35:05+00:00,0,EUR,https://twitter.com/CrweWorld/status/1351493379549368321,-1.0
562,HYCM,"💶💵EUR/USD: Support at 1.2058/54 to hold for now – Credit Suisse

[For more news, follow us]    
#forex #forexmarket #tuesdaymotivations #tuesdaythoughts #euro",2021-01-19 11:35:04+00:00,0,EUR,https://twitter.com/HYCM/status/1351493373891403777,-1.0
563,TradeFloorAudio,"* EU TO BOOST EURO ALLURE * 

EU Eyes Dollar Global Dominance in Bid to Bolster the Euro ... BBG

https://t.co/AVurWdieLO

EU Commission launches new offensive against US dollar supremacy ... EURACTIV

https://t.co/xdjTTdF8v6

#EUR #USD",2021-01-19 11:32:53+00:00,5,EUR,https://twitter.com/TradeFloorAudio/status/1351492823783235587,-1.0
564,MrTempter,EUR/USD forecast: Euro continues to remain above the daily support line 1.2075 https://t.co/SPCeuFVLUQ,2021-01-19 11:30:12+00:00,0,EUR,https://twitter.com/MrTempter/status/1351492147661451264,-1.0
565,nonsellcom,"EUR/USD Moving Higher on Better-than-Expected ZEW and US Dollar Weakness - ZEW and EUR/USD Price, News and Analysis:

 Recommended by Nick Cawley 
 Download our Fresh Q1 Euro Forecast 

Get My... - https://t.co/KGRjuxBeRH https://t.co/OAI7FXKobp",2021-01-19 11:27:37+00:00,0,EUR,https://twitter.com/nonsellcom/status/1351491500509544448,-1.0
566,nonsellcom,"EUR/USD Moving Higher on Better-than-Expected PMIs and US Dollar Weakness - ZEW and EUR/USD Price, News and Analysis:

 Recommended by Nick Cawley 
 Download our Fresh Q1 Euro Forecast 

Get My... - https://t.co/vnXKLG2Lc1 https://t.co/AmRhi70RDm",2021-01-19 10:52:05+00:00,0,EUR,https://twitter.com/nonsellcom/status/1351482558005927936,-1.0
567,exchangeratesuk,"EUR/USD Price Forecast: No Deeper Correction, Euro-to-Dollar Rate in 1.20-1.25 Range - MUFG https://t.co/xNGoo7hTc2",2021-01-19 10:41:24+00:00,0,EUR,https://twitter.com/exchangeratesuk/status/1351479866462494720,-1.0
568,Ausguy99,"EUR/USD

Euro pulled back from support (1.20600)growing now to nearest resistance (1.21400)waiting that $EUR can test this level and change trend after that. So we can open short position as price will start falling $Eurusd can back to support (1.20600)#fx https://t.co/7TqbDq7mJa",2021-01-19 10:32:11+00:00,0,EUR,https://twitter.com/Ausguy99/status/1351477549579210754,-1.0
569,incomeswitch,"EUR/USD creeps higher as buyers look to wrestle back some near-term control

The euro advances after the German ZEW survey data shows th ...https://t.co/5y80ulT2S1",2021-01-19 10:30:03+00:00,0,EUR,https://twitter.com/incomeswitch/status/1351477011043250177,-1.0
570,Bradley50636817,"#Euro  hits the lower line of the main channel. Technical Analysis #forex  of #EURUSD for 19.01.2021. The EUR/USD pair has hit the lower channel boundary, seen at the level of 1.2065 https://t.co/FADvD3UCqc

#CFD #forexsignals #forexsignal #forexstrategy #forexmoney #forexmarket https://t.co/ovQllVffAA",2021-01-19 10:21:45+00:00,0,EUR,https://twitter.com/Bradley50636817/status/1351474921231294465,-1.0
571,cj_lagercrantz,"€€€ NEW € CORP: SAGAX EURO MTN NL B.V. EUR 7yr IPTs MS+150-155bps €€€

1st Update: €€€ Sagax - books: over EUR 1.1bn €€€",2021-01-19 10:13:29+00:00,6,EUR,https://twitter.com/cj_lagercrantz/status/1351472843071123457,-1.0
572,HYCM,"💶💵EUR/USD tests highs near 1.2125 as German ZEW Economic Sentiment beats estimates with 61.8

[For more news, follow us]    
#forex #forexmarket #tuesdaymotivations #tuesdaythoughts #euro",2021-01-19 10:09:33+00:00,2,EUR,https://twitter.com/HYCM/status/1351471852451987458,-1.0
573,HYCM,"💶💵EUR/USD: Strong support seen at the 1.2000 zone – Standard Chartered

[For more news, follow us]    
#forex #forexmarket #tuesdaymotivations #tuesdaythoughts #euro",2021-01-19 10:01:55+00:00,0,EUR,https://twitter.com/HYCM/status/1351469933570502657,-1.0
574,BabyPips,Big Pippin's Chart Art: Short and Long-Term Euro Plays From EUR/USD and EUR/JPY https://t.co/dwWB96zwYf,2021-01-19 09:46:30+00:00,4,EUR,https://twitter.com/BabyPips/status/1351466050760691712,-1.0
575,scalper432,"euro dollar pending order
bid price &gt; 1.2119
offers raised to 1.2135 
#EURUSD $EUR #fx #trading",2021-01-19 09:35:22+00:00,0,EUR,https://twitter.com/scalper432/status/1351463248558653440,-1.0
576,HYCM,"⁉️When is the German ZEW survey and how could it affect EUR/USD?

[For more news, follow us]    
#forex #forexmarket #tuesdaymotivations #tuesdaythoughts #euro",2021-01-19 09:17:27+00:00,0,EUR,https://twitter.com/HYCM/status/1351458743486185474,-1.0
577,HYCM,"💶💵EUR/USD: Rebound to struggle at 1.2140 – Commerzbank

[For more news, follow us]    
#forex #forexmarket #tuesdaymotivations #tuesdaythoughts #euro",2021-01-19 08:47:54+00:00,0,EUR,https://twitter.com/HYCM/status/1351451304627990530,-1.0
578,scalper432,"euro dollar pending order
bid price &gt; 1.2098
#EURUSD $EUR",2021-01-19 07:20:43+00:00,0,EUR,https://twitter.com/scalper432/status/1351429366119452673,-1.0
579,Diaz_Joris,"@SwipeWallet You are going to remove EUR as funding source, it's not very good for european people. @SwipeWallet did you think about adding a euro stablecoin, like $eurs from @stasisnet",2021-01-19 07:04:24+00:00,0,EUR,https://twitter.com/Diaz_Joris/status/1351425259048751104,-1.0
580,Mirko_C74,"【Stock】﹝January 18, 2021 at 06:49AM﹞EUR to CNY is 7.8429 #euro #yuan #rate",2021-01-19 05:49:04+00:00,0,EUR,https://twitter.com/Mirko_C74/status/1351406300517855236,-1.0
581,DirectFXLtd,"Momentum supported the kiwi to 0.5945 (1.6820) late last week before reversing back towards the yearly open. Softer Euro fundamentals this week have been behind risk sentiment and the wave of Euro buying. NZD/EUR 0.5901

#nzdeur #directfx",2021-01-19 03:09:20+00:00,0,EUR,https://twitter.com/DirectFXLtd/status/1351366100479471616,-1.0
582,scalper432,"exchange rate for euro dollar adjusting to 1.2100 ..
#EURUSD $EUR",2021-01-19 02:11:07+00:00,0,EUR,https://twitter.com/scalper432/status/1351351449997873155,-1.0
583,scalper432,"closed all sell positions euro dollar.
wait at pivot 1.2120
#EURUSD $EUR",2021-01-19 01:56:16+00:00,0,EUR,https://twitter.com/scalper432/status/1351347713086930944,-1.0
584,harisonhbn9718,"Euro/Australian Dollar (EUR/AUD) it's still down and Euro it's devaluated their value against the Australian Dollar.

This it's an interesting trade to short position to put a short pending order to be activated!!!

#EURUAD
#Forex
#trading 
#economy https://t.co/LujFZNlPJP",2021-01-19 01:00:54+00:00,0,EUR,https://twitter.com/harisonhbn9718/status/1351333782520012802,-1.0
585,bdgrdev,"@moonidapp 🌚It works like a dream! 🌝 @pacobacpac  what a great #dapp!! 😍and I'm pretty sure it only cost me €0.39 EUR to pay €31 of ETH with no KYC, into my EUR bank. 😱😍 Euro &amp; CHf only.
https://t.co/ZjMOsDWEKW https://t.co/469Ma2p14w",2021-01-18 23:59:21+00:00,1,EUR,https://twitter.com/bdgrdev/status/1351318291168559108,1.0
586,IdeasPrime,"EUR/AUD | $EURAUD | $EUR $AUD

EURO/AUD GOOD LONG POSITION

Long or short it with BTC on Trade8: https://t.co/03ERikqxNV https://t.co/RkDOJcXTJz",2021-01-18 21:57:01+00:00,1,EUR,https://twitter.com/IdeasPrime/status/1351287502674534400,1.0
587,scalper432,latest view of euro dollar : close above 1.2082 stoploss expecting 1.2100 . maybe 1.2120 #EURUSD $EUR,2021-01-18 21:45:50+00:00,1,EUR,https://twitter.com/scalper432/status/1351284689659600896,1.0
588,scalper432,"pending order euro dollar
bid price &gt; 1.2087
bid price &gt; 1.2082 
#EURUSD $EUR",2021-01-18 21:43:02+00:00,0,EUR,https://twitter.com/scalper432/status/1351283986631454721,1.0
589,scalper432,"pending order euro dollar
bid price &gt; 1.2082 
#EURUSD $EUR",2021-01-18 21:22:57+00:00,0,EUR,https://twitter.com/scalper432/status/1351278933086359552,1.0
590,FooooooMedia,"CFTC Positioning Report: EUR net longs regain traction

https://t.co/YGsl8mDowA
 #Vaccine #Petroleum #Commodity #Inflation #GunBarrel #SaudiArabia #InterestRate #JapaneseYen #PoundSterling #GBP #UnitedStatesNote #JPY #EconomyOfChina #Repatriation #Euro #USRoute10InMichigan",2021-01-18 20:02:13+00:00,0,EUR,https://twitter.com/FooooooMedia/status/1351258614829342727,1.0
591,scalper432,"raised offers to 1.2088 and above for euro dollar
#eurusd $eur #biden #fx #trading #yellen #InaugurationDay",2021-01-18 19:10:19+00:00,0,EUR,https://twitter.com/scalper432/status/1351245552349048833,1.0
592,scalper432,"pending order euro dollar
bid price &gt; 1.2078
#EURUSD $EUR",2021-01-18 18:35:53+00:00,0,EUR,https://twitter.com/scalper432/status/1351236889894940674,1.0
593,scalper432,"reminder : weekly pivot exchange rate  for euro dollar is 1.2120 .
it may go there 
#EURUSD $EUR",2021-01-18 17:53:12+00:00,1,EUR,https://twitter.com/scalper432/status/1351226145077927938,1.0
594,scalper432,"adjusted pending orders for euro dollar
bid price &gt; 1.2082
bid price &gt; 1.2077
#EURUSD $EUR #fx #trading",2021-01-18 17:51:26+00:00,0,EUR,https://twitter.com/scalper432/status/1351225702591459331,1.0
595,scalper432,offers raised to wait for higher entry 1.2085 and above for euro dollar #EURUSD $EUR,2021-01-18 17:18:18+00:00,1,EUR,https://twitter.com/scalper432/status/1351217364927438849,1.0
596,cryptosEUR,"🔄 Prices update in $EUR (1 hour):

$BTC   - 29827.4 €  (-0.5 %) 
$ETH   - 1018.01 €  (-0.41 %)
$XRP   - 0.23 €    (-0.89 %)
$BCH   - 405.91 €  (-0.58 %)
$LTC   - 122.92 €  (-0.6 %) 

#EUR #Euro #BTC #ETH #XRP #BCH #LTC #Trading #Bitcoin #Ethereum",2021-01-18 17:13:49+00:00,0,EUR,https://twitter.com/cryptosEUR/status/1351216236223492097,1.0
597,scalper432,expecting to see 1.2085 euro dollar #EURUSD $EUR,2021-01-18 15:40:28+00:00,0,EUR,https://twitter.com/scalper432/status/1351192744421691394,1.0
598,scalper432,weekly pivot is 1.2120 area for euro dollar #EURUSD $EUR,2021-01-18 15:39:27+00:00,0,EUR,https://twitter.com/scalper432/status/1351192485222100997,1.0
599,scalper432,"pending euro dollar orders
ask price &lt; 1.2064
ask price &lt; 1.2054
ask price &lt; 1.2044
#EURUSD $EUR #ECB #yellen #lagarde",2021-01-18 15:23:25+00:00,0,EUR,https://twitter.com/scalper432/status/1351188450066759680,1.0
600,scalper432,exchange rate euro dollar going to 1.2085 #EURUSD $EUR,2021-01-18 15:07:45+00:00,0,EUR,https://twitter.com/scalper432/status/1351184510600286211,1.0
601,exchangeratesuk,Euro-Dollar Rate Approaches 1.20 and a Key Test for the Uptrend - EUR/USD Outlook https://t.co/ykh9JU8S1J,2021-01-18 14:41:23+00:00,0,EUR,https://twitter.com/exchangeratesuk/status/1351177873118425091,1.0
602,kabbaze,@Coin_Shark We need €EUR or something like that... stable coin for Euro 💶,2021-01-18 14:37:55+00:00,0,EUR,https://twitter.com/kabbaze/status/1351177002523504642,1.0
603,gallantsusato,life will be easier once ppl understand there’s power in having an usa/eur passport and usd/euro as currency,2021-01-18 13:00:15+00:00,3,EUR,https://twitter.com/gallantsusato/status/1351152421620342790,1.0
604,scalper432,"for weekly pivot trading lovers, support one is 1.2020 - 1.2025 euro dollar 
#EURUSD $EUR",2021-01-18 12:35:33+00:00,0,EUR,https://twitter.com/scalper432/status/1351146207423422469,1.0
605,Francesc_Forex,"Bannockburn 2/2: has met the (38.2%) retracement of the rally since the US election.  The $1.2000 area offers psychological support and holds a 1.1 bln euro option that expires tomorrow,  while the (50%) retracement objective is about $1.1975. #EURUSD $EURUSD #Euro #EUR",2021-01-18 12:21:25+00:00,1,EUR,https://twitter.com/Francesc_Forex/status/1351142650381029383,1.0
606,Francesc_Forex,"Bannockburn 1/2: The #EUR is off for the fourth consecutive session.  In fact, since January 6, when the US capitol was stormed and the ADP estimate disappointed, the euro has risen in only one session.  It is testing the $1.2050 area today and, with today's loss,",2021-01-18 12:21:25+00:00,1,EUR,https://twitter.com/Francesc_Forex/status/1351142648954974216,1.0
607,HYCM,"💶💵EUR/USD seen at 1.16 on a 12-month view – Danske Bank

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-18 12:20:34+00:00,0,EUR,https://twitter.com/HYCM/status/1351142435800363011,1.0
608,scalper432,euro longs closed . #EURUSD $EUR,2021-01-18 12:15:41+00:00,0,EUR,https://twitter.com/scalper432/status/1351141207527854083,1.0
609,TalkMarkets,#EUR/#USD: #Euro Aims To Correct Higher Vs. USD $FXE $UUP https://t.co/uDMxcPY8WN,2021-01-18 12:10:23+00:00,0,EUR,https://twitter.com/TalkMarkets/status/1351139874695491589,1.0
610,Francesc_Forex,"Trade Ideas
We are recommending a new short #EURJPY trade idea:
SHORT $EURJPY - (ENTRY@ 125.70, TARGET @ 123.00 &amp; S/L @ 127.30)
#EuroYen #EUR #JPY #Euro #Yen #forex #fx #currencies #currency #fxstreet #forextrading #currencytrading #forextrader #forexsignals #forexsignal",2021-01-18 11:59:18+00:00,3,EUR,https://twitter.com/Francesc_Forex/status/1351137083931455493,1.0
611,Francesc_Forex,"Nordea Bank 4/5: outpacing the Euro area on growth and interest rates.
We are starting to see the contours of a similar develop in to the second half of 2021. A too strong EUR will turn into a slight headache for European exports, while the US looks ripe for a solid economical",2021-01-18 11:43:10+00:00,0,EUR,https://twitter.com/Francesc_Forex/status/1351133023991902212,1.0
612,Francesc_Forex,Citibank 2/5: it is of interest to see what message President Lagarde sends with respect to the near-term outlook and risks surrounding the baseline and current strength in EUR and impact on euro area’s longer term inflation outlook.,2021-01-18 11:27:24+00:00,0,EUR,https://twitter.com/Francesc_Forex/status/1351129058139131909,1.0
613,Bradley50636817,"#Euro  trades at the key technical support. Technical Analysis of #EURUSD for January 18, 2021. After the Rising Wedge price pattern was made, the EUR/USD pair has dropped towards the level of https://t.co/l30zJOFcOy

#forex #forexsignals #CFD #forexstrategy #FXPO #forextrader https://t.co/rPBmQc4JKX",2021-01-18 11:14:40+00:00,0,EUR,https://twitter.com/Bradley50636817/status/1351125853057462282,1.0
614,ventacademy,"Euro Outlook: EUR/USD, EUR/GBP Levels to Watch...
https://t.co/7alzdZwTMP",2021-01-18 10:47:14+00:00,0,EUR,https://twitter.com/ventacademy/status/1351118948293611522,1.0
615,HYCM,"💶💵EUR/USD remains offered, meets support near 1.2060

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-18 10:23:19+00:00,1,EUR,https://twitter.com/HYCM/status/1351112928003555330,1.0
616,HYCM,"💶💵EUR/USD: Poised to reach the 55-DMA at 1.2050 – Commerzbank

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-18 09:05:56+00:00,0,EUR,https://twitter.com/HYCM/status/1351093456324743169,1.0
617,HYCM,"💶💵EUR/USD: Bullish arguments to materialize to gains later in the day

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-18 08:46:43+00:00,0,EUR,https://twitter.com/HYCM/status/1351088619625336838,1.0
618,HYCM,"💶💵EUR/USD risks extra downside – UOB

[For more news, follow us]    
#forex #forexmarket #MondayMotivation #mondaythoughts #euro",2021-01-18 08:27:05+00:00,1,EUR,https://twitter.com/HYCM/status/1351083677208506369,1.0
619,Brexit_Mistake,"@uk_domain_names Sadly, it's only worth 42p now
as pound has weakened against the Euro 
from €1.32 EUR to €1.12 EUR

... a decline of 16% in terms of spending power",2021-01-18 08:09:32+00:00,9,EUR,https://twitter.com/Brexit_Mistake/status/1351079262837760003,1.0
